,PlayerIDSID,PlayerFirstName,PlayerLastName,PlayerNumber,P,TeamIDSID,TeamName,TeamNameAbbreviation,TeamShortName,GP,Poss,Time,Points,FGA,FGM,PPP,WorsePPP,BetterPPP,PossG,PPG,FGAG,FGMG,FGmG,FGm,FG,aFG,FT,TO,SF,PlusOne,Score
69,202397,Ish,Smith,1,G,1610612755,Philadelphia 76ers,PHI,Philadelphia,12,130,51.18109893798828,96,110,42,0.738461971282959,99,126,10.833333333333334,8.0,9.166666666666666,3.5,5.666666666666666,68,38.18181818181818,40.45454545454545,4.615384615384615,12.307692307692308,3.076923076923077,1.5384615384615385,35.38461538461539
70,202323,Evan,Turner,11,F-G,1610612738,Boston Celtics,BOS,Boston,42,139,28.838199615478516,92,104,42,0.661870002746582,60,165,3.3095238095238093,2.1904761904761907,2.4761904761904763,1.0,1.4761904761904763,62,40.38461538461539,40.38461538461539,3.597122302158273,23.02158273381295,3.597122302158273,1.4388489208633093,32.37410071942446
71,200751,Randy,Foye,4,G,1610612743,Denver Nuggets,DEN,Denver,42,117,35.454498291015625,90,93,34,0.7692310214042664,115,110,2.7857142857142856,2.142857142857143,2.2142857142857144,0.8095238095238095,1.4047619047619049,59,36.55913978494624,41.935483870967744,6.837606837606837,14.52991452991453,6.837606837606837,0.8547008547008547,34.18803418803419
72,201587,Nicolas,Batum,5,F-G,1610612766,Charlotte Hornets,CHA,Charlotte,36,125,20.49180030822754,90,78,32,0.7200000286102295,90,135,3.4722222222222223,2.5,2.1666666666666665,0.8888888888888888,1.2777777777777777,46,41.02564102564103,46.794871794871796,8.0,31.2,4.8,1.6,32.0
73,201155,Rodney ,Stuckey,2,G,1610612754,Indiana Pacers,IND,Indiana,33,128,34.042598724365234,90,99,35,0.703125,81,144,3.878787878787879,2.727272727272727,3.0,1.0606060606060606,1.9393939393939394,64,35.35353535353536,36.36363636363637,10.15625,14.0625,9.375,1.5625,35.15625
74,202681,Kyrie,Irving,2,G,1610612739,Cleveland Cavaliers,CLE,Cleveland,13,102,43.776798248291016,88,87,39,0.8627449870109558,162,63,7.846153846153846,6.769230769230769,6.6923076923076925,3.0,3.6923076923076925,48,44.827586206896555,49.42528735632184,2.9411764705882355,13.72549019607843,2.9411764705882355,1.9607843137254901,39.21568627450981
75,202397,Ish,Smith,4,G,1610612740,New Orleans Pelicans,NOP,NewOrleans,26,132,45.67470169067383,88,106,37,0.6666669845581055,62,162,5.076923076923077,3.3846153846153846,4.076923076923077,1.4230769230769231,2.6538461538461533,69,34.905660377358494,34.905660377358494,8.333333333333334,12.878787878787879,4.545454545454546,1.5151515151515151,34.84848484848485
76,101181,Jose,Calderon,3,G,1610612752,New York Knicks,NYK,NewYork,43,104,32.601898193359375,87,89,39,0.8365380167961121,149,76,2.4186046511627906,2.0232558139534884,2.0697674418604652,0.9069767441860465,1.162790697674419,50,43.82022471910113,46.06741573033708,3.8461538461538463,11.538461538461538,2.8846153846153846,0.9615384615384616,40.38461538461539
77,203114,Khris,Middleton,22,F,1610612749,Milwaukee Bucks,MIL,Milwaukee,44,120,16.021400451660156,87,95,36,0.7250000238418579,91,134,2.727272727272727,1.9772727272727273,2.159090909090909,0.8181818181818182,1.3409090909090908,59,37.89473684210526,40.0,5.0,16.666666666666668,4.166666666666667,0.8333333333333334,34.166666666666664
78,201145,Jeff,Green,32,F,1610612763,Memphis Grizzlies,MEM,Memphis,43,98,18.66670036315918,86,77,33,0.8775510191917419,172,53,2.2790697674418605,2.0,1.7906976744186047,0.7674418604651163,1.0232558139534884,44,42.857142857142854,45.45454545454545,14.285714285714286,10.204081632653061,14.285714285714286,3.061224489795918,44.89795918367347
79,202708,Norris,Cole,30,G,1610612740,New Orleans Pelicans,NOP,NewOrleans,24,111,41.26390075683594,85,93,41,0.7657660245895386,111,114,4.625,3.5416666666666665,3.875,1.7083333333333333,2.166666666666667,52,44.086021505376344,44.623655913978496,2.7027027027027026,15.315315315315315,1.8018018018018018,1.8018018018018018,36.93693693693694
80,203078,Bradley,Beal,3,G,1610612764,Washington Wizards,WAS,Washington,20,111,27.68079948425293,82,89,35,0.738739013671875,100,125,5.55,4.1,4.45,1.75,2.7,54,39.325842696629216,42.13483146067416,5.405405405405405,15.315315315315315,3.6036036036036037,0.9009009009009009,35.13513513513514
81,201977,Marcus,Thornton,10,G,1610612745,Houston Rockets,HOU,Houston,36,86,21.662500381469727,81,75,34,0.941860020160675,196,29,2.388888888888889,2.25,2.0833333333333335,0.9444444444444444,1.138888888888889,41,45.333333333333336,50.666666666666664,2.3255813953488373,10.465116279069768,1.1627906976744187,0.0,41.86046511627907
82,202695,Kawhi,Leonard,2,F-G,1610612759,San Antonio Spurs,SAS,SanAntonio,40,89,12.750699996948242,80,73,32,0.8988760113716125,183,42,2.225,2.0,1.825,0.8,1.025,41,43.83561643835616,45.89041095890411,10.112359550561798,13.48314606741573,8.98876404494382,5.617977528089888,40.449438202247194
83,202390,Gary,Neal,14,G,1610612764,Washington Wizards,WAS,Washington,32,72,22.5,78,62,33,1.0833300352096558,216,9,2.25,2.4375,1.9375,1.03125,0.90625,29,53.225806451612904,55.645161290322584,11.11111111111111,8.333333333333334,9.722222222222221,5.555555555555555,50.0
84,201988,Patty,Mills,8,G,1610612759,San Antonio Spurs,SAS,SanAntonio,42,86,25.98189926147461,78,71,34,0.9069769978523254,185,40,2.0476190476190474,1.8571428571428572,1.6904761904761905,0.8095238095238095,0.8809523809523809,37,47.88732394366197,52.11267605633803,3.488372093023256,13.953488372093023,0.0,0.0,43.02325581395349
85,1938,Manu,Ginobili,20,G,1610612759,San Antonio Spurs,SAS,SanAntonio,36,94,24.47920036315918,73,63,27,0.7765960097312927,119,106,2.611111111111111,2.0277777777777777,1.75,0.75,1.0,36,42.857142857142854,43.65079365079365,10.638297872340425,22.340425531914892,6.382978723404255,0.0,39.361702127659576
86,203477,Isaiah,Canaan,0,G,1610612755,Philadelphia 76ers,PHI,Philadelphia,41,110,23.454200744628906,73,79,21,0.6636360287666321,61,164,2.682926829268293,1.7804878048780488,1.9268292682926829,0.5121951219512195,1.4146341463414633,58,26.582278481012658,31.645569620253166,12.727272727272727,16.363636363636363,11.818181818181818,0.9090909090909091,30.90909090909091
87,2546,Carmelo,Anthony,7,F,1610612752,New York Knicks,NYK,NewYork,39,103,11.5600004196167,71,82,30,0.6893200278282166,73,152,2.641025641025641,1.8205128205128205,2.1025641025641026,0.7692307692307693,1.3333333333333335,52,36.58536585365854,39.02439024390244,3.883495145631068,15.533980582524272,2.912621359223301,0.0,33.00970873786408
88,202340,Avery,Bradley,0,G,1610612738,Boston Celtics,BOS,Boston,37,71,12.456100463867188,69,65,29,0.9718310236930847,205,20,1.9189189189189189,1.864864864864865,1.7567567567567568,0.7837837837837838,0.972972972972973,36,44.61538461538461,49.23076923076923,5.633802816901408,5.633802816901408,5.633802816901408,2.816901408450704,43.66197183098591
89,201568,Danilo,Gallinari,8,F,1610612743,Denver Nuggets,DEN,Denver,36,88,13.728500366210938,69,50,17,0.7840909957885742,125,100,2.4444444444444446,1.9166666666666667,1.3888888888888888,0.4722222222222222,0.9166666666666666,33,34.0,38.0,20.454545454545453,23.863636363636363,14.772727272727273,2.272727272727273,36.36363636363637
90,204020,Tyler,Johnson,8,G,1610612748,Miami Heat,MIA,Miami,31,71,24.825199127197266,68,50,25,0.9577469825744629,199,26,2.2903225806451615,2.193548387096774,1.6129032258064515,0.8064516129032258,0.8064516129032258,25,50.0,51.0,16.901408450704224,18.309859154929576,8.450704225352112,5.633802816901408,46.478873239436616
91,1626170,Jerian,Grant,13,G,1610612752,New York Knicks,NYK,NewYork,40,93,34.83150100708008,66,61,23,0.70967698097229,83,142,2.325,1.65,1.525,0.575,0.95,38,37.704918032786885,38.52459016393443,12.903225806451612,21.50537634408602,12.903225806451612,1.075268817204301,35.483870967741936
92,1626164,Devin,Booker,1,G,1610612756,Phoenix Suns,PHX,Phoenix,36,66,21.153799057006836,64,48,22,0.9696969985961914,203,22,1.8333333333333333,1.7777777777777777,1.3333333333333333,0.6111111111111112,0.7222222222222221,26,45.833333333333336,50.0,15.151515151515152,15.151515151515152,12.121212121212121,3.0303030303030303,45.45454545454545
93,202691,Klay,Thompson,11,G,1610612744,Golden State Warriors,GSW,GoldenState,40,61,7.881140232086182,59,47,23,0.967212975025177,201,24,1.525,1.475,1.175,0.575,0.6000000000000001,24,48.93617021276596,53.191489361702125,9.836065573770492,16.39344262295082,9.836065573770492,3.278688524590164,44.26229508196721
94,201951,Ty,Lawson,3,G,1610612745,Houston Rockets,HOU,Houston,36,98,32.45029830932617,58,69,24,0.5918369889259338,39,186,2.7222222222222223,1.6111111111111112,1.9166666666666667,0.6666666666666666,1.25,45,34.78260869565217,37.68115942028985,5.1020408163265305,24.489795918367346,3.061224489795918,0.0,28.571428571428573
95,1626166,Cameron,Payne,22,G,1610612760,Oklahoma City Thunder,OKC,OklahomaCity,26,67,48.55070114135742,56,60,25,0.8358209729194641,148,77,2.576923076923077,2.1538461538461537,2.3076923076923075,0.9615384615384616,1.3461538461538458,35,41.666666666666664,44.166666666666664,2.985074626865672,8.955223880597014,2.985074626865672,1.492537313432836,38.80597014925373
96,202718,Chandler,Parsons,25,F,1610612742,Dallas Mavericks,DAL,Dallas,35,75,19.946800231933594,55,58,23,0.7333329916000366,98,127,2.142857142857143,1.5714285714285714,1.6571428571428573,0.6571428571428571,1.0,35,39.6551724137931,43.96551724137931,8.0,16.0,8.0,1.3333333333333333,33.333333333333336
97,201573,Jerryd,Bayless,19,G,1610612749,Milwaukee Bucks,MIL,Milwaukee,26,69,22.847700119018555,52,52,22,0.7536230087280273,107,118,2.6538461538461537,2.0,2.0,0.8461538461538461,1.1538461538461537,30,42.30769230769231,44.23076923076923,7.246376811594203,20.28985507246377,5.797101449275362,2.898550724637681,36.231884057971016
98,201571,DJ,Augustin,14,G,1610612760,Oklahoma City Thunder,OKC,OklahomaCity,32,55,33.7422981262207,51,38,17,0.9272729754447937,191,34,1.71875,1.59375,1.1875,0.53125,0.65625,21,44.73684210526316,52.63157894736842,10.909090909090908,20.0,10.909090909090908,1.8181818181818181,40.0
99,201961,Wayne,Ellington,21,G-F,1610612751,Brooklyn Nets,BKN,Brooklyn,41,60,20.270299911499023,51,55,22,0.8500000238418579,152,73,1.4634146341463414,1.2439024390243902,1.3414634146341464,0.5365853658536586,0.8048780487804879,33,40.0,42.72727272727273,5.0,5.0,3.3333333333333335,1.6666666666666667,40.0
100,202694,Marcus,Morris,13,F,1610612765,Detroit Pistons,DET,Detroit,40,69,11.219499588012695,51,61,22,0.7391300201416016,101,124,1.725,1.275,1.525,0.55,0.9749999999999999,39,36.0655737704918,38.52459016393443,5.797101449275362,8.695652173913043,5.797101449275362,2.898550724637681,34.78260869565217
101,201933,Blake,Griffin,32,F,1610612746,Los Angeles Clippers,LAC,LAClippers,30,42,5.940589904785156,50,31,19,1.1904799938201904,224,1,1.4,1.6666666666666667,1.0333333333333334,0.6333333333333333,0.40000000000000013,12,61.29032258064516,61.29032258064516,16.666666666666668,14.285714285714286,16.666666666666668,4.761904761904762,57.142857142857146
102,203894,Shabazz,Napier,13,G,1610612753,Orlando Magic,ORL,Orlando,31,73,38.82979965209961,50,49,17,0.6849319934844971,69,156,2.3548387096774195,1.6129032258064515,1.5806451612903225,0.5483870967741935,1.032258064516129,32,34.69387755102041,36.734693877551024,12.32876712328767,23.28767123287671,12.32876712328767,2.73972602739726,32.87671232876713
103,203145,Kent ,Bazemore,24,G,1610612737,Atlanta Hawks,ATL,Atlanta,37,77,17.111099243164062,49,61,19,0.6363639831542969,48,176,2.081081081081081,1.3243243243243243,1.6486486486486487,0.5135135135135135,1.135135135135135,42,31.147540983606557,32.78688524590164,6.4935064935064934,15.584415584415584,5.194805194805195,1.2987012987012987,29.87012987012987
104,200752,Rudy,Gay,8,G-F,1610612758,Sacramento Kings,SAC,Sacramento,38,44,6.2411298751831055,48,35,20,1.0909099578857422,217,7,1.1578947368421053,1.263157894736842,0.9210526315789473,0.5263157894736842,0.39473684210526316,15,57.142857142857146,60.0,9.090909090909092,15.909090909090908,9.090909090909092,4.545454545454546,50.0
105,203935,Marcus,Smart,36,G,1610612738,Boston Celtics,BOS,Boston,21,54,22.040800094604492,46,37,18,0.8518519997596741,155,69,2.5714285714285716,2.1904761904761907,1.7619047619047619,0.8571428571428571,0.9047619047619048,19,48.648648648648646,50.0,14.814814814814815,20.37037037037037,12.962962962962964,3.7037037037037037,42.592592592592595
106,203507,Giannis,Antetokounmpo,34,G-F,1610612749,Milwaukee Bucks,MIL,Milwaukee,42,50,7.352940082550049,44,39,19,0.8799999952316284,174,51,1.1904761904761905,1.0476190476190477,0.9285714285714286,0.4523809523809524,0.4761904761904762,20,48.717948717948715,48.717948717948715,10.0,16.0,8.0,4.0,44.0
107,2581,Steve,Blake,22,G,1610612765,Detroit Pistons,DET,Detroit,29,64,38.787899017333984,44,40,18,0.6875,70,154,2.206896551724138,1.5172413793103448,1.3793103448275863,0.6206896551724138,0.7586206896551725,22,45.0,52.5,1.5625,35.9375,1.5625,0.0,29.6875
108,1626169,Stanley,Johnson,3,F,1610612765,Detroit Pistons,DET,Detroit,41,79,18.544599533081055,44,63,18,0.5569620132446289,34,191,1.9268292682926829,1.0731707317073171,1.5365853658536586,0.43902439024390244,1.0975609756097562,45,28.571428571428573,29.365079365079364,5.063291139240507,16.455696202531644,5.063291139240507,1.2658227848101267,26.582278481012658
109,201156,Nick,Young,0,G-F,1610612747,Los Angeles Lakers,LAL,LALakers,35,52,18.118499755859375,43,46,16,0.8269230127334595,145,80,1.4857142857142858,1.2285714285714286,1.3142857142857143,0.45714285714285713,0.8571428571428572,30,34.78260869565217,41.30434782608695,3.8461538461538463,7.6923076923076925,1.9230769230769231,0.0,34.61538461538461
110,2734,Devin,Harris,34,G,1610612742,Dallas Mavericks,DAL,Dallas,37,59,21.454500198364258,42,41,16,0.7118639945983887,84,141,1.5945945945945945,1.135135135135135,1.1081081081081081,0.43243243243243246,0.6756756756756757,25,39.02439024390244,39.02439024390244,18.64406779661017,16.949152542372882,16.949152542372882,5.084745762711864,37.28813559322034
111,203933,TJ,Warren,12,F,1610612756,Phoenix Suns,PHX,Phoenix,42,46,10.222200393676758,41,38,17,0.8913040161132812,180,45,1.0952380952380953,0.9761904761904762,0.9047619047619048,0.40476190476190477,0.5,21,44.73684210526316,44.73684210526316,10.869565217391305,6.521739130434782,8.695652173913043,0.0,47.82608695652174
112,202699,Tobias,Harris,12,F,1610612753,Orlando Magic,ORL,Orlando,40,48,8.711429595947266,41,36,14,0.8541669845581055,158,67,1.2,1.025,0.9,0.35,0.55,22,38.888888888888886,41.666666666666664,14.583333333333334,14.583333333333334,14.583333333333334,4.166666666666667,39.583333333333336
113,202711,Bojan ,Bogdanovic,44,F,1610612751,Brooklyn Nets,BKN,Brooklyn,42,45,10.538599967956543,39,37,17,0.8666669726371765,164,60,1.0714285714285714,0.9285714285714286,0.8809523809523809,0.40476190476190477,0.47619047619047616,20,45.945945945945944,48.648648648648646,4.444444444444445,13.333333333333334,2.2222222222222223,0.0,42.22222222222222
114,2755,Kevin,Martin,23,G,1610612750,Minnesota Timberwolves,MIN,Minnesota,33,63,15.829099655151367,39,48,12,0.619047999382019,46,179,1.9090909090909092,1.1818181818181819,1.4545454545454546,0.36363636363636365,1.0909090909090908,36,25.0,26.041666666666668,12.698412698412698,11.11111111111111,11.11111111111111,1.5873015873015872,30.158730158730158
115,203109,Jae,Crowder,99,F,1610612738,Boston Celtics,BOS,Boston,42,55,9.290539741516113,38,39,11,0.6909090280532837,74,151,1.3095238095238095,0.9047619047619048,0.9285714285714286,0.2619047619047619,0.6666666666666667,28,28.205128205128204,34.61538461538461,9.090909090909092,20.0,9.090909090909092,0.0,29.09090909090909
116,201564,OJ,Mayo,3,G,1610612749,Milwaukee Bucks,MIL,Milwaukee,29,56,17.12540054321289,38,43,17,0.6785709857940674,66,159,1.9310344827586208,1.3103448275862069,1.4827586206896552,0.5862068965517241,0.8965517241379312,26,39.53488372093023,40.69767441860465,5.357142857142857,19.642857142857142,5.357142857142857,1.7857142857142858,32.142857142857146
117,202329,Al Farouq,Aminu,8,F,1610612757,Portland Trail Blazers,POR,Portland,44,58,11.218600273132324,38,46,15,0.6551719903945923,56,168,1.3181818181818181,0.8636363636363636,1.0454545454545454,0.3409090909090909,0.7045454545454546,31,32.608695652173914,34.78260869565217,8.620689655172415,13.793103448275861,8.620689655172415,1.7241379310344827,32.758620689655174
118,203914,Gary,Harris,14,G,1610612743,Denver Nuggets,DEN,Denver,36,58,14.146300315856934,38,46,16,0.6551719903945923,56,168,1.6111111111111112,1.0555555555555556,1.2777777777777777,0.4444444444444444,0.8333333333333333,30,34.78260869565217,35.869565217391305,5.172413793103448,15.517241379310345,5.172413793103448,0.0,32.758620689655174
119,201976,Patrick,Beverley,2,G,1610612745,Houston Rockets,HOU,Houston,34,64,20.062700271606445,38,49,15,0.59375,40,185,1.8823529411764706,1.1176470588235294,1.4411764705882353,0.4411764705882353,1.0,34,30.612244897959183,33.673469387755105,4.6875,18.75,4.6875,0.0,28.125
120,203917,Nik,Stauskas,11,G,1610612755,Philadelphia 76ers,PHI,Philadelphia,38,68,20.35930061340332,38,49,16,0.5588240027427673,35,190,1.7894736842105263,1.0,1.2894736842105263,0.42105263157894735,0.868421052631579,33,32.6530612244898,34.69387755102041,5.882352941176471,22.058823529411764,5.882352941176471,0.0,27.941176470588236
121,204038,Langston,Galloway,2,G,1610612752,New York Knicks,NYK,NewYork,43,53,15.868300437927246,37,41,15,0.6981130242347717,78,147,1.2325581395348837,0.8604651162790697,0.9534883720930233,0.3488372093023256,0.6046511627906976,26,36.58536585365854,37.80487804878049,9.433962264150944,15.09433962264151,5.660377358490566,1.8867924528301887,35.84905660377358
122,201584,Courtney,Lee,5,G,1610612763,Memphis Grizzlies,MEM,Memphis,41,64,15.802499771118164,36,50,14,0.5625,36,189,1.5609756097560976,0.8780487804878049,1.2195121951219512,0.34146341463414637,0.8780487804878048,36,28.0,28.0,6.25,14.0625,6.25,0.0,28.125
123,2757,Beno,Udrih,19,G,1610612748,Miami Heat,MIA,Miami,24,41,36.9369010925293,35,30,16,0.8536589741706848,157,68,1.7083333333333333,1.4583333333333333,1.25,0.6666666666666666,0.5833333333333334,14,53.333333333333336,55.0,2.4390243902439024,24.390243902439025,2.4390243902439024,0.0,41.46341463414634
124,203148,Brian ,Roberts,22,G,1610612766,Charlotte Hornets,CHA,Charlotte,21,34,43.589698791503906,33,27,15,0.9705880284309387,204,21,1.619047619047619,1.5714285714285714,1.2857142857142858,0.7142857142857143,0.5714285714285715,12,55.55555555555556,57.407407407407405,5.882352941176471,20.58823529411765,5.882352941176471,5.882352941176471,44.11764705882353
125,2747,JR,Smith,5,G,1610612739,Cleveland Cavaliers,CLE,Cleveland,35,42,9.699769973754883,33,31,13,0.7857139706611633,126,99,1.2,0.9428571428571428,0.8857142857142857,0.37142857142857144,0.5142857142857142,18,41.935483870967744,43.54838709677419,11.904761904761905,16.666666666666668,7.142857142857143,2.380952380952381,38.095238095238095
126,201945,Gerald,Henderson,9,G,1610612757,Portland Trail Blazers,POR,Portland,35,54,19.92620086669922,33,44,13,0.6111109852790833,44,181,1.542857142857143,0.9428571428571428,1.2571428571428571,0.37142857142857144,0.8857142857142857,31,29.545454545454547,30.681818181818183,7.407407407407407,12.962962962962964,7.407407407407407,1.8518518518518519,29.62962962962963
127,203526,Raul,Neto,25,G,1610612762,Utah Jazz,UTA,Utah,40,74,25.874099731445312,33,42,11,0.44594600796699524,20,205,1.85,0.825,1.05,0.275,0.775,31,26.19047619047619,28.571428571428573,8.108108108108109,35.13513513513514,5.405405405405405,0.0,22.972972972972972
128,101123,Gerald,Green,14,G-F,1610612748,Miami Heat,MIA,Miami,36,35,8.474579811096191,32,31,14,0.9142860174179077,188,37,0.9722222222222222,0.8888888888888888,0.8611111111111112,0.3888888888888889,0.47222222222222227,17,45.16129032258065,48.38709677419355,2.857142857142857,8.571428571428571,2.857142857142857,0.0,42.857142857142854
129,202714,Shelvin,Mack,8,G,1610612737,Atlanta Hawks,ATL,Atlanta,17,40,42.553199768066406,32,32,13,0.800000011920929,131,91,2.3529411764705883,1.8823529411764706,1.8823529411764706,0.7647058823529411,1.1176470588235294,19,40.625,43.75,7.5,15.0,5.0,2.5,37.5
130,203490,Otto,Porter Jr.,22,F,1610612764,Washington Wizards,WAS,Washington,34,39,8.965519905090332,31,31,14,0.794871985912323,130,95,1.1470588235294117,0.9117647058823529,0.9117647058823529,0.4117647058823529,0.5,17,45.16129032258065,45.16129032258065,5.128205128205129,17.94871794871795,5.128205128205129,2.5641025641025643,38.46153846153846
131,1626273,Marcelo,Huertas,9,G,1610612747,Los Angeles Lakers,LAL,LALakers,24,46,42.990699768066406,31,36,13,0.6739130020141602,64,161,1.9166666666666667,1.2916666666666667,1.5,0.5416666666666666,0.9583333333333334,23,36.111111111111114,38.888888888888886,4.3478260869565215,19.565217391304348,4.3478260869565215,2.1739130434782608,30.434782608695652
132,202349,Greivis,Vasquez,21,G-F,1610612749,Milwaukee Bucks,MIL,Milwaukee,16,51,33.77479934692383,31,34,11,0.6078429818153381,43,182,3.1875,1.9375,2.125,0.6875,1.4375,23,32.35294117647059,36.76470588235294,5.882352941176471,27.45098039215686,3.9215686274509802,0.0,27.45098039215686
133,201158,Marco,Belinelli,3,G,1610612758,Sacramento Kings,SAC,Sacramento,40,58,12.314200401306152,31,42,10,0.534483015537262,29,196,1.45,0.775,1.05,0.25,0.8,32,23.80952380952381,28.571428571428573,8.620689655172415,17.24137931034483,5.172413793103448,0.0,25.862068965517242
134,203498,Shabazz,Muhammad,15,F,1610612750,Minnesota Timberwolves,MIN,Minnesota,43,29,7.2864298820495605,30,22,12,1.0344799757003784,213,12,0.6744186046511628,0.6976744186046512,0.5116279069767442,0.27906976744186046,0.23255813953488375,10,54.54545454545455,61.36363636363637,10.344827586206897,13.793103448275861,10.344827586206897,0.0,48.275862068965516
135,2571,Leandro,Barbosa,19,G,1610612744,Golden State Warriors,GSW,GoldenState,29,37,18.408000946044922,30,32,13,0.8108109831809998,140,84,1.2758620689655173,1.0344827586206897,1.103448275862069,0.4482758620689655,0.6551724137931034,19,40.625,43.75,2.7027027027027026,10.81081081081081,2.7027027027027026,0.0,37.83783783783784
136,201167,Arron,Afflalo,4,G-F,1610612752,New York Knicks,NYK,NewYork,35,40,8.264459609985352,30,37,14,0.75,105,119,1.1428571428571428,0.8571428571428571,1.0571428571428572,0.4,0.6571428571428571,23,37.83783783783784,40.54054054054054,0.0,7.5,0.0,0.0,35.0
137,201962,Toney,Douglas,16,G,1610612740,New Orleans Pelicans,NOP,NewOrleans,19,46,36.79999923706055,30,38,11,0.6521739959716797,53,170,2.4210526315789473,1.5789473684210527,2.0,0.5789473684210527,1.4210526315789473,27,28.94736842105263,34.21052631578947,4.3478260869565215,13.043478260869565,2.1739130434782608,0.0,28.26086956521739
138,202083,Wesley,Matthews,23,G,1610612742,Dallas Mavericks,DAL,Dallas,39,47,9.343939781188965,30,38,12,0.638297975063324,50,175,1.205128205128205,0.7692307692307693,0.9743589743589743,0.3076923076923077,0.6666666666666666,26,31.57894736842105,34.21052631578947,6.382978723404255,14.893617021276595,6.382978723404255,2.127659574468085,29.78723404255319
139,1891,Jason,Terry,31,G,1610612745,Houston Rockets,HOU,Houston,35,25,11.961700439453125,29,17,13,1.159999966621399,222,3,0.7142857142857143,0.8285714285714286,0.4857142857142857,0.37142857142857144,0.11428571428571427,4,76.47058823529412,79.41176470588235,4.0,28.0,4.0,0.0,56.0
140,202734,ETwaun,Moore,55,G,1610612741,Chicago Bulls,CHI,Chicago,29,33,22.448999404907227,29,29,13,0.8787879943847656,173,52,1.1379310344827587,1.0,1.0,0.4482758620689655,0.5517241379310345,16,44.827586206896555,46.55172413793103,6.0606060606060606,6.0606060606060606,3.0303030303030303,0.0,42.42424242424242
141,203459,Allen,Crabbe,23,G,1610612757,Portland Trail Blazers,POR,Portland,44,39,8.387100219726562,29,36,13,0.7435899972915649,104,121,0.8863636363636364,0.6590909090909091,0.8181818181818182,0.29545454545454547,0.5227272727272727,23,36.111111111111114,37.5,2.5641025641025643,5.128205128205129,2.5641025641025643,0.0,35.8974358974359
